,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
31781,Rf89UhMRm5p31BZfEVXT2A,Popeyes,6335 Prentiss School Pl,Canal Winchester,OH,43110,39.8530357,-82.8300881,3.0,24,1,"{'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""'none'"", 'BikeParking': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""'average'"", 'HasTV': 'False', 'DriveThru': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'False'}","American (Traditional), Fast Food, Chicken Wings, Restaurants","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '11:0-22:0'}"
34410,hH8ULhWWmRMOLNmSsEneLw,Popeyes,5245 W Colonial Dr,Orlando,FL,32808,28.5528659861,-81.4519569792,2.5,22,1,"{'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'DriveThru': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'Caters': 'False'}","Restaurants, American (Traditional), Fast Food, Chicken Wings","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-23:0'}"
35180,qgex-1jF78aU04gmdi-Ncw,Popeyes,"12 Broad Street SW, Ste A",Atlanta,GA,30303,33.75445,-84.391383,3.5,14,1,"{'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'Caters': 'True'}","Fast Food, Chicken Wings, American (Traditional), Restaurants","{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-23:0'}"
36775,C2B-01mzdA2c_4vgnSx1BQ,Popeyes,1506 McCoy Rd,Orlando,FL,32809,28.4504965354,-81.3600675783,2.0,22,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'RestaurantsDelivery': 'True'}","Chicken Wings, Restaurants, American (Traditional), Fast Food, Seafood","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}"
37763,F_Xgu2cpxq6u2DQOMfwjPA,Popeyes,5949 NE M L King Blvd,Portland,OR,97211,45.5661634,-122.6618543,3.5,56,1,"{'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'none'"", 'Corkage': 'False', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'loud'"", 'BYOBCorkage': ""'yes_free'"", 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Restaurants, Chicken Wings, American (Traditional), Fast Food, Southern","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-0:0'}"
38541,Ho9rjlAoEeJQEv4jGnjIbQ,Popeyes,9815 N Lamar Blvd,Austin,TX,78753,30.367912,-97.693713,2.0,78,1,"{'WiFi': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True'}","Fast Food, Southern, Restaurants, American (Traditional), Chicken Wings","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}"
39019,ZaravVIDUvkyftbkCtA29A,Popeyes,6725 Sand Lake Rd,Orlando,FL,32819,28.44998,-81.469254,3.0,54,1,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'WiFi': ""'no'"", 'GoodForKids': 'True', 'BikeParking': 'True', 'Alcohol': ""'none'"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'DriveThru': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'BYOB': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'DogsAllowed': 'False'}","American (Traditional), Restaurants, Desserts, Sandwiches, Food, Seafood, Chicken Wings, Fast Food","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-23:0'}"
40285,jyb3G5ttjOE0nubKjuDLrg,Popeyes,1275 E Dublin Granville Rd,Columbus,OH,43229,40.0870113,-82.9836306,2.5,40,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'False', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'HasTV': 'False', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'DriveThru': 'True'}","American (Traditional), Chicken Wings, Fast Food, Restaurants","{'Monday': '10:30-23:0', 'Tuesday': '10:30-23:0', 'Wednesday': '10:30-23:0', 'Thursday': '10:30-23:0', 'Friday': '10:30-0:0', 'Saturday': '10:30-0:0', 'Sunday': '11:0-23:0'}"
41379,DovT1p1XqGRSL1Ztzps3-g,Popeyes,84 Mazzeo St,Randolph,MA,02368,42.1620825378,-71.0607065633,2.5,53,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'True', 'RestaurantsTakeOut': 'None', 'RestaurantsDelivery': 'True'}","Restaurants, Chicken Wings, Fast Food","{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-23:0'}"
42677,LBuNRPAanVXRoEL3xee9JA,Popeyes,3506 Memorial Dr,Decatur,GA,30032,33.754116,-84.2696653,1.5,31,1,"{'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Chicken Wings, Restaurants, Fast Food, American (Traditional)","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '11:0-23:0'}"
42846,gLF60JX0-fQhifcNHOzhcA,Popeyes,839 Cleveland Ave SW,Atlanta,GA,30315,33.6816412,-84.416138,2.5,16,1,"{'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'BikeParking': 'False', 'DriveThru': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'HasTV': 'True', 'Alcohol': ""'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True'}","Fast Food, Sandwiches, Chicken Wings, Restaurants, American (Traditional)","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-0:0'}"
42915,4peQzwUNX7RPCkWKfFHXiw,Popeyes,324 Vine St,Kissimmee,FL,34741,28.30417,-81.407442,1.5,37,1,"{'Caters': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Alcohol': ""'none'"", 'DriveThru': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'False', 'HasTV': 'False', 'NoiseLevel': ""'loud'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'""}","Chicken Wings, Restaurants, Fast Food, American (Traditional), Southern","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-23:0'}"
43978,ABNqccGEF5hAQqzFVz9FNw,Popeyes,610 Cascade Ave SW,Atlanta,GA,30310,33.738278,-84.434479,2.0,5,1,"{'GoodForKids': 'False', 'NoiseLevel': ""'loud'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'False', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""'none'"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'True'}","Fast Food, Chicken Wings, Restaurants, American (Traditional)","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}"
44300,OtY2kkYpM3tMLN_2Nbfjng,Popeyes,4328 W Broad St,Columbus,OH,43228,39.953251,-83.1165794,2.5,28,1,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'DriveThru': 'True', 'DogsAllowed': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'none'"", 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTableService': 'False', 'HasTV': 'False', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'""}","Restaurants, Fast Food, American (Traditional), Chicken Wings","{'Monday': '10:30-23:0', 'Tuesday': '10:30-23:0', 'Wednesday': '10:30-23:0', 'Thursday': '10:30-23:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '11:0-23:0'}"
45472,0XPrl54yFb4mLsYfyKXzsg,Popeyes,2680 SE 122nd Ave,Portland,OR,97233,45.50249,-122.537278,1.5,50,1,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsDelivery': 'True'}","Restaurants, Chicken Wings, Fast Food","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}"
49037,KK7HZsaD1o4jODWKOU9vGA,Popeyes,5760 Orange Blossom Trl,Orlando,FL,32839,28.4747104,-81.3972774,2.5,22,1,"{'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'False', 'HasTV': 'False', 'DriveThru': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'DogsAllowed': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'Caters': 'True', 'OutdoorSeating': 'None'}","Sandwiches, Food, American (Traditional), Restaurants, Desserts, Seafood, Fast Food, Chicken Wings","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-22:0'}"
49334,_PMsFrkRAoBbNPSEi-lJ9g,Popeyes,2663 N Hiawassee Rd,Orlando,FL,32818,28.5793798693,-81.4755858466,1.0,6,1,"{'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTakeOut': 'None', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Fast Food, Restaurants, Chicken Wings","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}"
57196,IIf6sLDmDKVr3F14hrS83A,Popeyes,2691 Windy Hill Rd SE,Marietta,GA,30067,33.9014245836,-84.4767,2.0,89,1,"{'BikeParking': 'True', 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'True'}","Chicken Wings, Restaurants, American (Traditional), Fast Food","{'Monday': '10:0-1:0', 'Tuesday': '10:0-1:0', 'Wednesday': '10:0-1:0', 'Thursday': '10:0-1:0', 'Friday': '10:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-0:0'}"
58408,nIbuVl5_HTXA23Fq6CL4Rw,Popeyes,852 Buenaventura Blvd,Kissimmee,FL,34743,28.342931,-81.363417,2.5,8,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'None'}","Chicken Wings, Restaurants, Fast Food","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}"
58742,ssX1CJXKNwcSGRA9uxCR3Q,Popeyes,360 Huntington Ave,Boston,MA,02115,42.339254,-71.087491,2.5,21,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': None, 'street': None, 'validated': None, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True'}","Restaurants, American (Traditional), Seafood, Fast Food, Chicken Wings","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-20:0', 'Sunday': '10:30-19:0'}"
60229,7YCmnJP40wt5Soofxm54pw,Popeyes,3981 Columbia St,Orlando,FL,32805,28.527312,-81.4258166,1.5,9,1,"{'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'None', 'RestaurantsDelivery': 'True'}","Restaurants, Fast Food, Chicken Wings","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-22:0'}"
